project_id,category,name,prompt,image
proj_1,"角色设计","恶魔猎手角色","Gothic demon hunter character with dark corrupted armor, glowing red eyes, standing in hellfire background, dramatic cinematic lighting, epic dark fantasy style, highly detailed, concept art","/images/projects/10001.png"
proj_1,"角色设计","角色设计 Asset","A fierce demon hunter warrior in dark gothic armor, crimson blood magic swirling around gauntlets, obsidian steel plates with glowing runes, tattered crimson cape billowing, menacing horned helmet, standing in hellfire ruins, dramatic lighting, ultra detailed 8k, dark fantasy art style","/images/projects/10002.png"
proj_1,"角色设计","角色设计 Asset","Fallen angel necromancer with skeletal armor, pale ghostly skin, glowing green eyes, dark tattered robes with bone ornaments, staff topped with skull gem, summoning undead minions, misty graveyard background, Diablo art style, cinematic lighting","/images/projects/10003.png"
proj_1,"场景设计","地狱熔岩洞穴","Dark hellish cavern with rivers of lava, demonic architecture, skulls and bones scattered, ominous red glow, dramatic shadows, epic dark fantasy environment, concept art","/images/projects/10004.png"
proj_1,"场景设计","场景设计 Asset","Hellish cathedral ruins consumed by flames, towering demon statues crumbling, rivers of molten lava flowing through gothic arches, crimson sky with burning meteors, skeletal pillars reaching skyward, dark oppressive atmosphere, volumetric fog, Diablo game environment, 8k ultra detailed","/images/projects/10005.png"
proj_1,"场景设计","场景设计 Asset","Dark catacombs with ancient stone corridors, flickering torch light casting eerie shadows, demonic runes glowing on walls, pools of blood reflecting candlelight, scattered bones and skulls, cobwebs in corners, oppressive claustrophobic atmosphere, dungeon crawler aesthetic","/images/projects/10006.png"
proj_1,"半身像","半身像 Asset","Portrait of a battle-scarred barbarian warrior, intense glowing red eyes, dark face paint tribal markings, heavy brow furrowed in rage, wild unkempt hair, obsidian armor shoulder plates, dramatic side lighting, gritty realistic style, Diablo character portrait","/images/projects/10007.png"
proj_1,"NPC生成","NPC生成 Asset","Mysterious hooded merchant in dark tattered robes, wrinkled weathered face partially obscured by shadow, glowing amber eyes, wooden cart full of ancient artifacts and potions, standing in dimly lit medieval market, cinematic lighting, RPG NPC style","/images/projects/10008.png"
proj_1,"坐骑","坐骑 Asset","Demonic warhorse with flaming mane and tail, glowing red eyes, obsidian black armor plating with spikes, smoke billowing from nostrils, standing in hellfire landscape, dramatic heroic pose, dark fantasy creature design, ultra detailed","/images/projects/10009.png"
proj_1,"怪兽","堕落恶魔","Corrupted demon creature, multiple horns, glowing red veins, torn wings, standing in flames, menacing pose, dark fantasy monster design, highly detailed","/images/projects/10010.png"
proj_1,"怪兽","怪兽 Asset","Towering demon lord with massive curved horns, crimson scaled skin, glowing magma veins across body, wings of tattered flesh, wielding flaming greatsword, standing in hell throne room, intimidating boss design, Diablo monster art, epic scale","/images/projects/10011.png"
proj_1,"怪兽","怪兽 Asset","Grotesque flesh golem stitched from corpses, multiple twisted limbs, exposed bone and muscle, glowing green pustules, lurching forward menacingly, dark dungeon background, horror creature design, detailed gore textures","/images/projects/10012.png"
proj_1,"美宣","美宣 Asset","Epic promotional poster with demon hunter silhouette facing massive horned demon, hellfire cathedral ruins background, dramatic red and black color scheme, volumetric god rays, floating embers, Diablo logo style, cinematic composition, 4k game poster art","/images/projects/10013.png"
proj_2,"角色设计","角色设计 Asset","Traditional Chinese immortal warrior in flowing white robes with cloud patterns, long black hair in topknot, wielding ornate jade sword, standing on mountain cliff, cherry blossoms floating, classic Chinese MMORPG art style, elegant and mystical","/images/projects/20001.png"
proj_2,"角色设计","角色设计 Asset","Beautiful female fox spirit in red and gold hanfu dress, nine fluffy tails visible, delicate fox ears, holding paper fan, surrounded by mystical pink petals, Chinese fantasy character design, romantic aesthetic","/images/projects/20002.png"
proj_2,"场景设计","场景设计 Asset","Ancient Chinese Chang'an city with grand palace buildings, red pillars and golden roofs, bustling streets with merchants and NPCs, traditional architecture, lanterns hanging, warm sunset lighting, Chinese MMORPG environment, historical aesthetic","/images/projects/20003.png"
proj_2,"场景设计","场景设计 Asset","Mystical peach blossom forest with twisted ancient trees, pink petals falling like snow, stone path winding through, hidden temple in distance, magical atmosphere, Chinese fantasy landscape, soft dreamy lighting","/images/projects/20004.png"
proj_2,"半身像","半身像 Asset","Portrait of handsome male immortal with refined features, long black hair flowing, jade crown and earrings, white robes with gold embroidery, gentle expression, Chinese MMORPG character portrait, soft lighting","/images/projects/20005.png"
proj_2,"立绘","立绘 Asset","Full body character illustration of monk in Buddhist robes holding staff, calm wise expression, prayer beads, standing pose, traditional Chinese art style, clean background, game character stand art","/images/projects/20006.png"
proj_2,"NPC生成","NPC生成 Asset","Elderly Chinese medicine shop owner with white beard, traditional scholar robes, standing behind counter with herb jars and scrolls, warm shop interior, friendly wise appearance, MMORPG NPC design","/images/projects/20007.png"
proj_2,"坐骑","坐骑 Asset","Celestial crane mount with pure white feathers, golden accents, flowing ribbons, gracefully flying through clouds, Chinese mythology inspired, elegant mount design, traditional aesthetic","/images/projects/20008.png"
proj_2,"怪兽","怪兽 Asset","Ancient demon king with tiger features, wearing broken armor, wielding massive cleaver, fierce expression, dark aura surrounding, Chinese mythology monster boss, intimidating design","/images/projects/20009.png"
proj_2,"美宣","美宣 Asset","Romantic promotional artwork showing couple in traditional Chinese clothing under peach blossom tree, soft pink color palette, dreamy atmosphere, petals floating, Chinese MMORPG key art, beautiful composition","/images/projects/20010.png"
proj_3,"角色设计","角色设计 Asset","Female space commander in sleek white and blue uniform, short silver hair, standing on bridge of battleship, holographic displays around, confident pose, realistic sci-fi character design, cinematic lighting","/images/projects/30001.png"
proj_3,"角色设计","角色设计 Asset","Cybernetic engineer in orange work suit with mechanical arms, visor displaying data, tool belt, standing in spacecraft hangar, industrial sci-fi aesthetic, detailed character design","/images/projects/30002.png"
proj_3,"场景设计","场景设计 Asset","Massive space station orbiting gas giant planet, modular structure with docking bays, solar panels reflecting starlight, fleet of ships nearby, hard sci-fi aesthetic, ultra detailed, realistic space environment","/images/projects/30003.png"
proj_3,"场景设计","场景设计 Asset","Asteroid mining operation with excavation equipment, industrial structures on rocky surface, distant stars and nebula visible, worker ships flying around, sci-fi industrial scene, detailed machinery","/images/projects/30004.png"
proj_3,"半身像","半身像 Asset","Portrait of veteran fleet admiral with grey hair, military uniform with medals, experienced stern expression, spacecraft bridge background blurred, realistic sci-fi character portrait, dramatic lighting","/images/projects/30005.png"
proj_3,"飞船设计","飞船设计 Asset","Massive battlecruiser warship with angular hull design, multiple weapon turrets, glowing blue engine thrusters, sleek grey and white plating, realistic hard sci-fi spacecraft, Lagrange game ship design, ultra detailed","/images/projects/30006.png"
proj_3,"飞船设计","飞船设计 Asset","Elegant civilian cruiser with streamlined white hull, large observation windows, gold accent stripes, peaceful exploration vessel, realistic sci-fi design, flying through asteroid field","/images/projects/30007.png"
proj_3,"飞船设计","飞船设计 Asset","Heavy carrier flagship with massive hangar bays, launching fighter squadrons, modular sections, industrial grey plating with red markings, imposing scale, realistic military spacecraft design","/images/projects/30008.png"
proj_3,"舰船礼装","舰船礼装 Asset","Battleship decorated with ceremonial golden panels and flowing banner decals, commemorative emblems on hull, special anniversary skin design, elegant and prestigious, Lagrange ship customization","/images/projects/30009.png"
proj_3,"舰船礼装","舰船礼装 Asset","Warship with aggressive skull motifs paint scheme, black and red color pattern, pirate-themed decals, intimidating appearance, special event skin, detailed hull textures","/images/projects/30010.png"
proj_3,"美宣","美宣 Asset","Epic space battle promotional art showing fleet engagement, multiple battleships firing, explosions, fighters dogfighting, planet in background, dramatic composition, realistic sci-fi game key visual, cinematic lighting","/images/projects/30011.png"
proj_4,"角色设计","角色设计 Asset","Tactical operator in modern military gear, black combat uniform with armor plates, night vision goggles raised, assault rifle equipped, standing in urban combat zone, realistic military FPS character design","/images/projects/40001.png"
proj_4,"场景设计","场景设计 Asset","Urban warfare environment with destroyed buildings, smoke rising from explosions, abandoned vehicles, debris scattered, dramatic sunset lighting, FPS game map design, modern military shooter aesthetic","/images/projects/40002.png"
proj_4,"半身像","半身像 Asset","Portrait of special forces soldier with tactical mask, combat helmet, determined eyes visible, military uniform, radio headset, realistic FPS character portrait, dramatic lighting","/images/projects/40003.png"
proj_4,"NPC生成","NPC生成 Asset","Military quartermaster NPC in uniform standing by weapon crates, friendly expression, holding tablet device, modern military base background, FPS game NPC design","/images/projects/40004.png"
proj_4,"枪械","枪械 Asset","A photograph of a battle-worn modern assault rifle resting against the crumbling wall of an abandoned concrete room. The rifle, based on an HK416, is fitted with a EOTECH holographic sight, a tactical flashlight, and a angled foregrip on its Picatinny rail. Its matte black finish shows extensive scratches, paint chipping, and dust, with subtle grease stains near the bolt release","/images/projects/40005.png"
proj_4,"怪兽","怪兽 Asset","Experimental military mech boss with heavy weapons, angular armor plates, glowing red sensors, massive scale, industrial military design, intimidating enemy design","/images/projects/40006.png"
proj_4,"美宣","美宣 Asset","Action-packed promotional poster showing squad of operators in dynamic combat poses, explosions and muzzle flashes, modern warfare theme, dramatic composition, FPS game key art style","/images/projects/40007.png"
proj_5,"赛车","赛车 Asset","Sleek hypercar racing vehicle with aerodynamic body, glossy red metallic paint, carbon fiber details, aggressive front splitter, LED headlights, studio photography lighting, ultra realistic 8k, motorsport game asset","/images/projects/50001.png"
proj_5,"赛车","赛车 Asset","Classic muscle car with matte black paint, flame decals on hood, wide rear tires, chrome exhaust pipes, American racing aesthetic, dramatic low angle shot, racing game vehicle","/images/projects/50002.png"
proj_5,"头盔","头盔 Asset","Professional racing helmet with aerodynamic design, metallic blue paint with racing stripes, tinted visor reflecting track, sponsor decals, studio product shot, ultra detailed","/images/projects/50003.png"
proj_5,"背景","背景 Asset","Modern racing circuit track at sunset, smooth asphalt with tire marks, colorful apex markers, grandstands in distance, dramatic sky, racing game environment, ultra realistic","/images/projects/50004.png"
proj_5,"背景","背景 Asset","Urban street racing scene at night, neon city lights reflecting on wet pavement, skyscrapers in background, speed blur effect, cyberpunk racing aesthetic","/images/projects/50005.png"
proj_5,"座椅","座椅 Asset","High-performance racing bucket seat with red leather upholstery, five-point harness straps, carbon fiber shell, FIA certified, motorsport interior detail, professional photo","/images/projects/50006.png"
proj_5,"角色","角色 Asset","Professional race car driver in racing suit, helmet under arm, confident pose, standing next to race car, modern racing uniform with sponsor logos, realistic character design","/images/projects/50007.png"
proj_5,"半身像","半身像 Asset","Portrait of intense race driver with helmet on, visor up revealing focused eyes, racing suit visible, dramatic lighting, racing game character portrait, ultra detailed","/images/projects/50008.png"
proj_5,"美宣","美宣 Asset","Dynamic promotional poster showing hypercar drifting around corner with tire smoke, motion blur, dramatic lighting, racing game logo, high energy composition, 4k key visual","/images/projects/50009.png"
proj_5,"赛道","赛道 Asset","Challenging mountain pass racing circuit with hairpin turns, elevation changes, safety barriers, scenic forest backdrop, professional track design, racing game level art","/images/projects/50010.png"
proj_6,"角色设计","角色设计 Asset","Ancient Chinese warlord general in ornate battle armor with dragon motifs, flowing red cape, wielding decorated halberd, fierce expression with mustache, Three Kingdoms historical style, detailed realistic rendering","/images/projects/60001.png"
proj_6,"场景设计","场景设计 Asset","Ancient Chinese battlefield with armies positioned, war banners flying, siege equipment, mountainous terrain, strategic warfare scene, historical Three Kingdoms aesthetic, epic scale","/images/projects/60002.png"
proj_6,"半身像","半身像 Asset","Portrait of stern Chinese general with grey beard, bronze helmet with plume, battle-worn armor, commanding presence, Three Kingdoms character portrait, realistic historical style","/images/projects/60003.png"
proj_6,"NPC生成","NPC生成 Asset","Ancient Chinese advisor in scholar robes holding scroll, elderly wise appearance, standing in palace court, historical strategy game NPC design","/images/projects/60004.png"
proj_6,"坐骑","坐骑 Asset","Powerful Chinese war horse in ornate armor plating, red tassels, fierce stance, historical military mount, Three Kingdoms aesthetic, detailed realistic rendering","/images/projects/60005.png"
proj_6,"怪兽","怪兽 Asset","Legendary Chinese beast Qilin with dragon scales, deer antlers, flames surrounding hooves, mythological creature boss design, traditional Chinese art style","/images/projects/60006.png"
proj_6,"美宣","美宣 Asset","Epic promotional artwork showing famous Three Kingdoms generals in battle formation, historical Chinese warfare, dramatic composition, strategy game key visual","/images/projects/60007.png"
proj_7,"角色设计","角色设计 Asset","Gothic Victorian survivor character with tattered dress, pale skin, haunted expression, holding lantern, standing in foggy manor grounds, asymmetrical horror game art style, dark atmospheric","/images/projects/70001.png"
proj_7,"角色设计","角色设计 Asset","Terrifying hunter character with stitched mask, long coat, wielding saw weapon, menacing pose, foggy background, Identity V hunter design, horror game aesthetic","/images/projects/70002.png"
proj_7,"场景设计","场景设计 Asset","Abandoned Victorian manor interior with peeling wallpaper, broken furniture, cobwebs, moonlight through cracked windows, oppressive atmosphere, asymmetrical horror game map, gothic aesthetic","/images/projects/70003.png"
proj_7,"半身像","半身像 Asset","Portrait of pale Victorian lady survivor with dark circles under eyes, disheveled hair, white nightgown, frightened expression, horror game character portrait, dramatic shadows","/images/projects/70004.png"
proj_7,"NPC生成","NPC生成 Asset","Mysterious manor butler NPC with formal attire, unsettling smile, standing in dimly lit hallway, horror game character design, gothic aesthetic","/images/projects/70005.png"
proj_7,"怪兽","怪兽 Asset","Grotesque twisted creature with multiple eyes, elongated limbs, lurking in shadows, horror game monster design, Identity V aesthetic, nightmare fuel","/images/projects/70006.png"
proj_7,"怪兽","怪兽 Asset","Grotesque twisted creature with multiple eyes, elongated limbs, lurking in shadows, horror game monster design, Identity V aesthetic, nightmare fuel","/images/projects/70007.png"
proj_7,"美宣","美宣 Asset","Atmospheric promotional art showing survivors fleeing from hunter in foggy manor grounds, gothic horror aesthetic, dramatic composition, Identity V key visual style","/images/projects/70008.png"
proj_8,"角色设计","角色设计 Asset","Cute egg-shaped character with big eyes, colorful costume accessories, happy expression, round chubby body, standing in playful pose, kawaii cartoon style, vibrant colors, party game character design","/images/projects/80001.png"
proj_8,"场景设计","场景设计 Asset","Colorful obstacle course level with bouncing platforms, giant candy decorations, rainbow slides, playful cartoon aesthetic, party game map design, bright cheerful atmosphere","/images/projects/80002.png"
proj_8,"半身像","半身像 Asset","Portrait of egg character with cute face, wearing party hat, big sparkling eyes, pastel colors, kawaii style, Eggy Party character portrait","/images/projects/80003.png"
proj_8,"NPC生成","NPC生成 Asset","Friendly egg NPC host character with microphone, wearing bow tie, welcoming gesture, colorful background, party game mascot design","/images/projects/80004.png"
proj_8,"NPC生成","NPC生成 Asset","Friendly egg NPC host character with skirt, welcoming gesture, colorful background, party game mascot design","/images/projects/80005.png"
proj_8,"美宣","美宣 Asset","Vibrant promotional artwork with multiple egg characters playing together, colorful confetti, party atmosphere, cheerful composition, Eggy Party key visual, kawaii style","/images/projects/80006.png"
proj_8,"美宣","美宣 Asset","Vibrant promotional artwork with multiple egg characters playing together, colorful confetti, party atmosphere, cheerful composition, Eggy Party key visual, kawaii style","/images/projects/80007.png"
proj_9,"角色设计","角色设计 Asset","Elegant Chinese wuxia swordsman in flowing traditional robes, long hair tied back, wielding jian sword, standing on roof under moonlight, martial arts action game style, cinematic atmosphere","/images/projects/90001.png"
proj_9,"场景设计","场景设计 Asset","Ancient Chinese city rooftops at night, traditional architecture with curved roofs, paper lanterns glowing, misty atmosphere, wuxia game environment, cinematic lighting","/images/projects/90002.png"
proj_9,"半身像","半身像 Asset","Portrait of mysterious masked martial artist, traditional Chinese clothing, piercing eyes visible, wuxia character portrait, dramatic lighting","/images/projects/90003.png"
proj_9,"NPC生成","NPC生成 Asset","Old Chinese martial arts master NPC with white beard, traditional robes, wise expression, standing in dojo, wuxia game character","/images/projects/90004.png"
proj_9,"坐骑","坐骑 Asset","Swift black horse with flowing mane, traditional Chinese saddle and decorations, galloping through bamboo forest, wuxia mount design","/images/projects/90005.png"
proj_9,"怪兽","怪兽 Asset","Corrupted martial arts master boss with dark aura, twisted fighting stance, demonic features, wuxia game antagonist design, menacing presence","/images/projects/90006.png"
proj_9,"美宣","美宣 Asset","Cinematic wuxia promotional art showing multiple martial artists in dynamic combat poses, traditional Chinese architecture, moonlit night, action game key visual","/images/projects/90007.png"
proj_10,"角色设计","角色设计 Asset","Beautiful Japanese onmyoji character in elegant kimono with mystical patterns, long flowing hair, holding paper talisman, surrounded by glowing spirit orbs, anime art style, detailed and ethereal","/images/projects/100001.png"
proj_10,"角色设计","角色设计 Asset","Elegant kitsune fox spirit girl with multiple tails, shrine maiden outfit, fox ears, casting spell with glowing energy, cherry blossoms floating, Japanese fantasy anime style","/images/projects/100002.png"
proj_10,"场景设计","场景设计 Asset","Mystical Japanese shrine at twilight, red torii gates leading up stone steps, paper lanterns illuminating path, spirit wisps floating, cherry blossoms, atmospheric anime game environment","/images/projects/100003.png"
proj_10,"半身像","半身像 Asset","Portrait of elegant Japanese demon lord with white hair, red markings on face, golden eyes, ornate kimono, anime character portrait, Onmyoji style, regal and mysterious","/images/projects/100004.png"
proj_10,"NPC生成","NPC生成 Asset","Friendly Japanese merchant NPC in traditional clothing, standing by shop stall with mystical items, warm lighting, anime game character design","/images/projects/100005.png"
proj_10,"NPC生成","NPC生成 Asset","Friendly Japanese merchant NPC in traditional clothing, standing by shop stall with mystical items, warm lighting, anime game character design","/images/projects/100006.png"
proj_10,"怪兽","怪兽 Asset","Terrifying oni demon boss with red skin, massive horns, wielding iron club, fierce expression, Japanese folklore monster design, intimidating scale","/images/projects/100007.png"
proj_10,"美宣","美宣 Asset","Beautiful promotional artwork showing onmyoji and spirit companions under cherry blossom tree, magical atmosphere, Japanese fantasy aesthetic, Onmyoji key visual style","/images/projects/100008.png"
proj_11,"角色设计","角色设计 Asset","Cute chibi monk character in orange Buddhist robes, holding staff, big expressive eyes, Journey to the West inspired, colorful cartoon MMORPG art style, friendly appearance","/images/projects/110001.png"
proj_11,"角色设计","角色设计 Asset","Adorable female dancer character in flowing silk dress with ribbons, elegant pose, traditional Chinese styling, cute cartoon aesthetic, vibrant colors, Fantasy Westward Journey art","/images/projects/110002.png"
proj_11,"场景设计","场景设计 Asset","Fantastical Chinese heaven realm with floating cloud palaces, golden pillars, celestial gardens, rainbow bridges, cute cartoon art style, bright cheerful colors, MMORPG environment","/images/projects/110003.png"
proj_11,"半身像","半身像 Asset","Portrait of cute chibi immortal character with friendly smile, traditional Chinese clothing, soft pastel colors, Fantasy Westward Journey character portrait, kawaii style","/images/projects/110004.png"
proj_11,"立绘","立绘 Asset","Full body character stand art of monkey king in golden armor, holding staff, heroic pose, Journey to the West character, cartoon MMORPG style, clean background","/images/projects/110005.png"
proj_11,"NPC生成","NPC生成 Asset","Friendly shopkeeper NPC in traditional Chinese merchant outfit, welcoming gesture, standing by colorful stall, cute cartoon style, Fantasy Westward Journey design","/images/projects/110006.png"
